1	5.19588
2	5.58133
3	11.2976
4	3.73407
5	1.70831
6	1.35509
7	5.90905
8	7.81503
9	1.19804
10	0.805503
11	1.72092
12	1.47663
13	1.97234
14	2.40063
15	8.74898
16	4.76222
17	4.53843
18	2.65128
19	3.94538
20	4.37834
21	2.44215
22	3.55632
23	3.04994
24	1.9046
25	2.56737
26	4.09324
27	2.30577
28	3.94242
29	3.70688
30	5.31492
31	1.21305
32	0.807013
33	2.73559
34	1.40174
35	7.10227
36	3.17691
37	2.27317
38	5.10666
39	1.37333
40	1.17594
41	2.7586
42	2.98236
43	2.00955
44	2.03053
45	2.56655
46	3.13653
47	2.2618
48	2.40908
49	2.27935
50	2.02471
51	2.55865
52	3.00965
53	1.85998
54	1.15603
55	1.83258
56	1.17453
57	1.26213
58	1.55926
59	3.34609
60	3.12423
61	3.81969
62	3.20545
63	3.26299
64	2.38075
65	6.08192
66	4.09212
67	4.57297
68	7.75323
69	7.37276
70	4.56841
71	21.7414
72	23.0899
73	6.23042
74	6.72796
75	1.96177
76	1.71413
77	1.89205
78	3.73685
79	5.03659
80	4.11653
81	4.49924
82	4.25809
83	2.39233
84	6.57173
85	3.23378
86	2.74322
87	16.7843
88	8.30527
89	1.20439
90	4.03288
91	12.3938
92	5.4177
93	6.66815
94	11.6604
95	2.67801
96	2.61539
97	3.09622
98	2.94816
101	2.37961
102	2.16585
103	1.46809
104	0.784516
105	0.460717
106	0.882196
107	1.22618
108	1.06115
109	2.05547
110	0.980786
111	6.50941
112	3.53829
113	1.34141
114	1.46196
115	10.6878
116	7.25336
117	13.1791
118	7.34928
119	13.5327
120	1.22961
121	1.50611
122	5.14455
123	3.06378
124	3.13801
125	1.95155
126	6.01993
127	16.315
128	2.11171
129	3.76389
130	4.86617
131	2.34583
132	2.09572
133	2.52377
134	5.3624
135	2.26138
136	1.41934
137	2.58442
138	7.17269
139	2.87294
140	1.77234
141	4.00225
143	2.1534
144	1.85412
145	5.06253
146	11.0695
147	4.64591
148	7.84826
149	2.78773
150	1.80956
151	6.36531
152	3.76338
153	1.85156
154	3.59593
155	2.70675
156	3.26633
157	3.38391
158	4.8309
159	5.40307
160	2.18835
161	3.39285
162	2.94188
163	2.86107
164	9.69003
165	3.064
166	1.53818
167	1.84279
168	2.72071
169	4.85614
170	8.07923
171	4.3603
172	2.4554
173	13.7427
174	2.97427
175	2.60566
176	11.6814
177	6.66223
178	10.8644
179	6.34098
180	22.8205
181	21.1505
182	4.55281
183	2.21388
184	5.02077
185	1.10879
