0,0.0333334,0.0167502,0.0490153,0.101254,0,0.031543,0,0,0,0.100586,0,0.0889043,0.0742203,0.0215245,0,0,0,0.0465122,0,0.0730508,0,0,0.0917762,0,0.0449075,0,0,0.0493571,0,0,0,0.0657297,0,0,0,0,0,0,0,0,0,0.087402,0.0865772,0.069757,0.0578133,0.0784189,0.0739794,0.0778619,0.0868042,0.0699573,0.0601042,0,0.142723,0,0.140791,0,0,0,0.0580277,0.0479692,0,0.0556975,0,0,0,0,0,0.0254401,0,0.00877457,0,0.0299647,0,0.0893407,0,0.0923287,0.0489807,0.0368059,0,0,0,0,0,0.0561724,0,0.0113367,0,0,0,0.0152912,0,0,0,0.0670483,0,0.0585219,0,0,0,0.0748268,0,0.115901,0.196996,0.294652,0,0.135665,0,0.0856164,0,0.0287174,0,0,0,0.017689,0.0258481,0.0143933,0.0255193,0,0,0,0,0.0591051,0.0577877,0.0897663,0,0,0.0835269,0.0486459,0.0380459,0,0,0,0,0,0,0,0,0,0,0,0,0.0820423,0,0.0366242,0,0.0397779,0,0,0,0,0,0.0941577,0,0,0.0556437,0,0.038313,0.0343953,0.080838,0.0536801,0.0614038,0,0.0194748,0,0.111207,0,0,0.0381214,0.0232673,0,0.0726851,0,0.0607756,0,0.0162087,0,0.0174064,0,0.00836312,0,0.0405583,0,0,0
0.0333334,0,0.0156115,0.0457852,0,0.116779,0,0.0224123,0,0,0,0.108207,0.0832758,0.0694506,0,0,0,0,0,0,0,0.047964,0,0,0.0652344,0,0,0.0434707,0,0.0326112,0,0.181679,0,0.113332,0,0.0533863,0,0,0,0.132217,0,0,0.0818601,0.0810829,0.0652539,0.0540364,0.0734007,0.069224,0.0728766,0.0812968,0.0654422,0,0.0878643,0,0.0890611,0,0.124311,0,0,0,0,0,0,0.06999,0,0,0,0,0,0.0377389,0,0,0,0.0259397,0.0836871,0,0.086504,0.0457528,0.0343514,0.0417088,0,0,0,0,0,0.0613089,0,0.0211173,0,0.0425371,0,0.0320123,0,0.0151331,0,0.0641134,0,0.0572913,0,0,0.0700211,0.076404,0,0.18592,0,0.16881,0,0.144454,0.0801778,0,0,0.0481965,0,0,0.0164875,0.024106,0,0,0.0130667,0,0,0,0,0.0540124,0,0.0289024,0.0108625,0,0.0454391,0.0355117,0,0,0,0,0,0.112085,0,0,0,0,0,0,0,0.0881178,0,0,0,0.0223196,0.0603893,0,0,0,0.0882289,0.0474607,0.0620837,0,0.0502848,0.0357617,0.0320962,0.0756778,0.0501589,0,0.0589325,0,0.055245,0,0.0886114,0.0617849,0,0,0.0394691,0,0.0128696,0,0.0643375,0,0.0261889,0,0.0274792,0,0.00839998,0,0,0,0
0.0167502,0.0156115,0,0.0231557,0,0,0.0147584,0,0,0,0,0,0,0,0,0,0.0191303,0.032307,0,0,0,0,0.0282033,0.0444102,0,0.0211669,0,0,0,0.0163812,0,0,0,0,0.0123094,0,0.0374794,0,0,0,0,0,0.0421887,0.041771,0,0,0.0376608,0,0.0373816,0,0.0334375,0.02857,0.0454271,0,0,0,0.0655351,0.0537178,0.0257714,0,0,0,0,0,0,0,0,0,0.0118632,0,0.00405474,0,0.0140078,0,0.0431719,0,0.0446916,0.0231389,0,0,0.0192937,0,0.0356792,0,0.0266426,0,0,0,0.0684619,0,0,0,0.0131003,0,0,0,0,0,0,0,0,0,0.0568638,0,0,0,0,0,0.041285,0,0.0134155,0,0,0,0,0,0,0.0119007,0,0.0671517,0.0555081,0.0169145,0,0,0,0,0.00539608,0,0.0229765,0.0178648,0.0363607,0.0405242,0.033884,0.0162385,0,0,0,0,0.0298889,0,0,0,0.0394816,0,0.0171838,0.00793284,0.018696,0.0111525,0.0307744,0,0,0.0229795,0,0,0.0316659,0.0263841,0,0,0.0161182,0.0388756,0.0254252,0.029209,0.0300092,0.00905192,0,0,0.0458315,0.0315086,0.0179011,0,0,0,0,0.0289,0,0,0,0,0,0,0,0.019071,0.0384446,0,0
0.0490153,0.0457852,0.0231557,0,0,0,0,0.0331325,0,0,0,0,0,0,0,0.0532411,0,0.0917426,0,0,0,0,0.0807188,0,0.0944577,0,0.104059,0.063608,0,0,0,0,0,0,0,0.0777435,0,0.049829,0,0,0,0,0.117594,0.116521,0,0,0.105868,0.100043,0,0.116817,0,0,0,0.188087,0,0.185674,0.175043,0.146577,0.0741041,0.0789509,0,0,0,0,0,0,0,0,0,0.0553747,0,0.0114654,0,0.0382809,0.120115,0.135122,0.123992,0.0668733,0,0,0,0,0,0.0391553,0,0,0,0,0,0.0622701,0,0,0,0.0224514,0,0,0,0,0,0,0,0,0.154274,0.254489,0,0,0,0.201515,0.11527,0,0,0.0703618,0,0,0,0,0,0,0.0194054,0.178844,0.150968,0.0494802,0,0,0,0,0.0161495,0,0.0664248,0.0521632,0.102464,0,0.095933,0.0475656,0,0,0,0.0359928,0,0,0.0627168,0,0,0.126208,0.0502415,0,0.0545014,0.0329968,0.0876457,0.128915,0,0,0.126361,0.0693123,0,0,0,0.0525239,0,0.109034,0,0.0834364,0,0,0.0803782,0.148287,0,0.0896112,0.0522652,0,0,0,0,0,0.0931992,0,0.038644,0,0,0,0,0.055554,0,0,0
0.101254,0,0,0,0,0.301667,0.0901347,0,0.328232,0,0.253815,0,0.228866,0.196039,0.0627117,0,0,0,0.1292,0,0.193351,0.141337,0,0,0,0,0,0.129284,0.136379,0.0992109,0.325492,0,0.176266,0,0.0761447,0,0,0,0,0,0.175053,0.164074,0,0,0.18572,0,0,0,0,0,0,0,0,0.33615,0,0,0,0,0,0,0.132886,0,0.15211,0,0.0877978,0.125147,0.113481,0,0,0,0,0,0,0,0,0,0,0,0,0.124497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0.398873,0,0,0,0,0.0825076,0,0.303809,0,0,0,0.0425279,0.0737743,0,0.322522,0.279884,0.102161,0.160414,0,0.230741,0,0.0346367,0,0.134592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151978,0,0.108077,0,0.211042,0,0.165957,0,0.0569684,0,0,0,0.17706,0,0,0,0,0,0.164447,0,0.0477201,0,0,0,0.0250097,0,0,0,0,0
0,0.116779,0,0,0.301667,0,0,0.0862808,0,0.478119,0,0.333227,0.272279,0,0,0.13417,0,0,0,0.144237,0,0.171847,0,0,0,0,0,0.157671,0.166026,0.121919,0,0.477652,0,0.344888,0,0.188502,0,0,0,0,0.211053,0.198359,0,0.266557,0,0.190466,0,0,0.244575,0,0,0,0.284055,0,0,0,0,0,0,0,0,0.187137,0,0.236623,0,0.152784,0.138951,0,0,0,0,0,0,0,0.273346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200199,0,0,0,0.254135,0,0,0,0.455487,0,0,0,0,0,0.172571,0,0.335448,0,0,0,0,0.0517117,0,0.328848,0.12545,0,0.190394,0,0,0.0432745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120169,0,0.178647,0,0.205044,0,0.1941,0,0,0,0.131917,0,0,0,0,0,0,0,0.0997216,0,0,0,0.0337145,0,0,0,0
0.031543,0,0.0147584,0,0.0901347,0,0,0.0211957,0,0,0.0895333,0,0.0790223,0,0.018976,0,0,0.0600004,0.0411295,0,0.0648056,0,0.0525701,0.0816036,0,0,0,0.0411591,0.0436602,0.0308584,0.122429,0,0.0582589,0,0,0,0.069289,0,0.109708,0,0,0,0.0776727,0.076932,0.0618587,0,0.0696133,0.0656368,0.0691142,0,0.0620379,0.0532363,0,0.127697,0.0845393,0.125939,0,0,0,0,0.0424254,0,0.0493068,0,0.0270721,0.0397132,0,0,0.0224386,0,0,0,0.0264439,0,0.0794144,0,0,0,0.0325082,0.039487,0.03625,0,0.0660659,0,0,0,0,0,0.123201,0,0,0,0.024751,0,0,0,0.0518249,0,0,0,0,0.0724737,0,0,0.268644,0,0.121277,0,0.0760693,0,0.0253393,0,0,0,0.0155873,0.0227996,0.0126782,0.0225087,0,0.12098,0,0,0.052345,0,0.0797969,0,0.0102663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072862,0,0,0,0,0,0.0572317,0,0,0,0.0837455,0,0,0.0492588,0,0,0,0.071782,0,0.054396,0,0.0171648,0,0,0,0,0,0,0,0,0,0,0,0.0142804,0,0.0153378,0,0.0073612,0,0,0,0,0
0,0.0224123,0,0.0331325,0,0.0862808,0.0211957,0,0,0,0.0692086,0.0797457,0.060924,0.0506047,0,0,0,0,0,0.0283955,0,0,0.0402652,0,0.0474742,0,0,0,0,0.0235094,0,0.136858,0,0.0836493,0,0.0387182,0,0.0244447,0.0852323,0.0981354,0,0,0,0.0592816,0.0474887,0.0391971,0.0535446,0.0504363,0,0,0,0.0407822,0.0643674,0.0996571,0.065267,0.0982417,0,0,0,0,0,0.0383867,0,0.0510058,0,0.0303214,0,0,0,0.0272463,0,0,0,0.018664,0,0,0,0,0.0247763,0.030147,0,0.029174,0,0.0190992,0,0.0445665,0,0,0,0.030753,0,0.0230737,0,0.0108547,0,0,0,0.0415974,0,0,0.0510289,0.0557844,0,0,0,0.126672,0,0.107609,0.0586043,0,0,0.0349017,0,0,0.0118308,0.0173355,0.00961586,0,0.00936696,0,0,0,0,0,0,0.0208134,0.00778197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645579,0,0.0114275,0,0,0,0.0660424,0,0,0,0,0,0,0,0,0.0231347,0.0552425,0.0363435,0,0.0428095,0,0.0400878,0,0,0,0,0,0,0,0.00922514,0,0.0468093,0,0.0188446,0,0,0,0.00601353,0,0,0,0
0,0,0,0,0.328232,0,0,0,0,0.5089,0.326613,0,0.297359,0,0,0,0.155347,0.239445,0.17462,0.160117,0.254726,0,0,0,0,0,0,0,0.18379,0.135732,0,0,0.23379,0,0.105166,0,0,0,0,0,0.232293,0,0,0,0,0,0,0,0.268043,0,0,0,0,0,0,0,0,0,0,0,0.179336,0,0.2037,0,0.12068,0.169419,0,0.0971944,0,0,0.0369727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473748,0,0.409349,0,0,0,0.111251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113656,0,0.383574,0,0,0,0.0595627,0,0,0.404347,0,0,0,0,0,0,0.0486713,0,0.181512,0,0,0,0,0,0.269599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21914,0,0.0666898,0,0,0,0,0,0,0.273799,0,0
0,0,0,0,0,0.478119,0,0,0.5089,0,0,0.456741,0,0.340865,0,0,0.21479,0.318917,0,0.220908,0,0.258757,0,0,0,0,0,0,0.250884,0.189351,0,0,0,0.46968,0.14879,0.280977,0,0,0,0,0.31036,0.293919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279173,0,0.342736,0.16952,0.232763,0.213514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459219,0,0,0.0860897,0,0,0,0.451839,0,0,0,0,0,0.0707124,0,0,0,0,0,0,0,0,0.466574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322699,0,0,0,0,0,0,0,0,0,0
0.100586,0,0,0,0.253815,0,0.0895333,0.0692086,0.326613,0,0,0.282393,0.22757,0.194882,0.0622807,0,0,0.17977,0.128375,0,0.192206,0.140447,0.160033,0,0,0,0,0,0.135515,0.0985555,0.323879,0,0.175201,0.293058,0.0756288,0.154626,0.203585,0,0.297318,0.33072,0,0,0.224302,0,0,0.156305,0,0,0,0.222996,0.185074,0.161829,0,0,0,0.330986,0,0,0,0,0.132041,0,0.151163,0.19619,0.0872104,0.124344,0,0,0,0,0,0,0,0,0,0,0,0,0.103438,0.123697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321526,0.353837,0,0,0,0,0,0,0,0,0,0.0732732,0,0,0,0.101488,0,0,0,0,0.0343916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212502,0,0,0,0,0,0,0,0,0,0,0,0,0.151032,0,0,0,0,0,0,0,0.0565745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.108207,0,0,0,0.333227,0,0.0797457,0,0.456741,0.282393,0,0,0.22003,0,0.124502,0.129844,0,0,0.133955,0,0.159966,0,0,0,0,0,0,0.154472,0.113018,0,0.456276,0,0.325749,0,0.175713,0,0.117088,0.330262,0.365441,0,0,0,0.250104,0,0,0.230424,0,0,0,0,0,0,0,0,0,0,0,0.168324,0,0.150597,0.174421,0.171874,0.221461,0.100193,0.141994,0,0,0,0,0,0,0,0.0914522,0,0,0,0,0.118523,0.141271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315674,0.463298,0,0,0,0.389572,0,0,0,0,0,0,0,0,0,0,0.0476583,0,0,0,0,0.177505,0,0,0.0398547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166757,0,0,0,0,0,0.191398,0,0.181016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
